Date,Views,YouTube Premium (USD),Transaction revenue (USD),Watch Page ads (USD),Estimated revenue (USD),Impressions,Impressions click-through rate (%),Watch time (hours)
2021-12-23,361366,144.347,176.59,1681.851,2002.787,3642759,7.26,217093.9099
2021-11-09,361071,141.319,1274.44,1666.207,3081.966,3636800,7.29,228611.8048
2021-11-10,360085,145.78,1420.69,1964.458,3530.927,3814145,6.93,229697.1555
2021-12-22,360080,146.826,287.72,1659.91,2094.456,3456609,7.54,221441.1867
2021-12-05,359927,138.402,152.5,1333.77,1624.672,3400744,7.73,212698.1504
2021-12-29,358090,149.668,162.92,1677.729,1990.317,3008464,8.64,226373.0589
2021-12-24,357430,131.183,273.42,1498.731,1903.335,3499621,7.47,206171.3309
2021-10-02,356877,102.946,132.26,1316.68,1551.886,4316267,6.17,180037.2154
2021-11-17,356686,147.239,471.3,1670.735,2289.274,3512238,7.34,229236.6237
2021-11-24,356530,146.825,275.02,1338.716,1760.561,3454078,7.54,229882.2826
2021-11-12,355656,135.458,550.29,1553.361,2239.109,4313033,6,214769.7036
2021-11-05,354223,129.822,129.72,1753.607,2013.149,3898195,6.69,209220.9732
2021-12-04,353062,128.245,171.56,1487.697,1787.502,3629921,7.16,197856.6453
2021-11-25,352259,145.638,168.26,962.689,1276.586,3428903,7.51,228498.8011
2021-12-27,352253,146.469,233.54,1690.126,2070.134,3022852,8.45,219620.8028
2021-12-03,351779,144.966,374.25,1565.949,2085.165,3170310,8,230266.766
2021-11-07,351020,131.056,6969.68,1675.819,8776.554,3763806,6.87,203574.9042
2021-11-08,349870,143.012,1772.38,1922.652,3838.044,3522036,7.28,225277.8809
2021-11-23,346532,145.536,179.36,1682.34,2007.236,3342268,7.52,221530.1912
2021-12-25,344934,126.03,218.43,901.585,1246.045,3384462,7.37,190414.5581
2021-11-22,341843,142.881,286.88,1572.841,2002.602,3271870,7.62,218988.8074
2021-11-14,341232,124.51,385.56,1545.868,2055.938,3670057,6.87,196509.8149
2021-12-28,339969,144.719,181.61,1695.261,2021.59,2888758,8.52,216721.3983
2021-11-26,339805,127.141,213.17,1617.432,1957.743,3310792,7.37,202737.555
2021-11-18,339509,141.288,765.5,1605.636,2512.423,3374817,7.3,220522.4455
2021-12-26,339048,128.515,245.16,1448.719,1822.395,3198815,7.78,194765.2896
2021-12-30,335626,137.792,113.09,1522.536,1773.418,3040232,7.97,213475.6747
2021-11-06,330925,113.061,78.96,1471.696,1663.718,3848171,6.31,177960.3185
2021-11-13,326771,115.722,480.19,1389.558,1985.471,3904271,6.13,178562.1704
2021-11-19,326726,133.046,393.63,1555.994,2082.67,3398134,6.92,205357.4956
2021-11-21,323620,125.539,289.52,1175.881,1590.94,3358977,7.03,195097.4791
2021-11-28,317143,123.531,191.51,1435.695,1750.737,2929598,7.9,188902.7262
2021-11-27,307858,112.413,255.15,1340.645,1708.208,3020257,7.33,172866.2441
2021-11-20,306735,111.492,183.99,1264.895,1560.377,3451066,6.49,170079.8269
