Date,Views,YouTube Premium (USD),Transaction revenue (USD),Watch Page ads (USD),Estimated revenue (USD),Impressions,Impressions click-through rate (%),Watch time (hours)
2022-10-28,338930,156.199,123.11,1245.763,1525.072,1696786,14.92,206920.5839
2022-12-10,338262,187.002,727.84,1305.739,2220.581,1693533,14.94,213089.0781
2022-01-30,338003,116.162,87.32,570.732,774.214,2998448,8.2,175046.821
2022-10-21,337986,159.589,147.63,1042.426,1349.644,1710563,14.73,213485.2169
2022-01-31,337905,101.014,147.24,583.877,832.131,3041835,8.08,147289.233
2022-11-04,337637,182.657,93.39,798.171,1074.219,1854898,13.6,220233.6606
2022-02-01,335744,115.647,125.3,544.143,785.09,2975843,8.04,157989.8723
2022-02-08,333868,150.611,1667.53,1142.262,2960.403,3171609,7.39,200839.5264
2022-01-15,331518,116.482,291.13,1085.931,1493.544,3099588,7.83,176200.0917
2022-02-06,329874,133.591,95.99,1071.399,1300.98,2889953,8.04,182727.9225
2022-10-07,329288,157.315,4100.09,1036.536,5293.941,1764484,13.93,216132.4285
2022-02-22,326315,139.778,292.4,1107.246,1539.425,2813636,8.19,197218.131
2022-10-08,325102,149.065,1065.87,969.9,2184.836,1822837,13.44,201956.4997
2022-11-18,325057,176.732,265.3,975.737,1417.769,1563912,15.38,207688.5972
2022-02-02,324597,110.997,200.38,659.902,971.279,2623160,8.73,158366.0521
2022-03-30,315767,132.465,48.28,3.143,183.887,1935542,10.89,204691.9825
2022-02-21,315094,137.819,250.82,1083.078,1471.717,2762099,8.2,191745.7157
2022-02-15,312005,139.823,341.21,1159.718,1640.751,2517713,8.79,193342.2665
2022-02-11,310653,134.685,691.81,535.762,1362.257,2959364,7.51,193590.3419
2022-02-09,310584,145.447,1224.03,1005.221,2374.699,2742677,7.96,201015.4189
2022-02-13,310006,130.778,470.18,1140.146,1741.104,2829247,7.89,178752.4756
2022-02-17,308751,142.651,467.85,1163.515,1774.016,2427497,9.06,193879.6462
2022-02-10,307762,141.899,1100.76,550.786,1793.445,2688003,8.1,203739.8004
2022-02-16,307216,141.11,546.16,1121.862,1809.131,2375082,9.17,193584.6159
2022-02-14,306673,141.28,452.92,1152.166,1746.365,2580132,8.46,195001.4068
2022-02-12,302137,118.185,544.34,669.239,1331.764,3003612,7.18,169087.5028
2022-02-20,300664,119.562,215.07,965.296,1299.928,2565857,8.47,169657.4634
2022-02-18,295352,127.683,310.41,984.462,1422.555,2628831,8.02,179738.138
2022-07-11,294150,133.632,534.24,891.395,1559.267,1945832,10.51,162853.5865
2022-02-19,293808,116.443,284.38,781.472,1182.296,2753120,7.68,163228.8273
2022-03-29,287071,115.248,132.52,4.47,252.238,1596783,11.7,183983.2117
2022-07-13,278725,137.488,233.44,996.339,1367.267,1474323,13.83,164605.5632
2022-07-12,186492,109.725,394.06,0.448,504.233,584171,19.6,124489.3613
